代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
PA009Q11NA,PA009,,,,"During <the last academic year>, has your participation in activities at your child’s school been hindered by any of the following issues?",,My child does not want me to participate.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA009Q12DA,PA009,,,,"During <the last academic year>, has your participation in activities at your child’s school been hindered by any of the following issues?",,I believed the school was unsafe.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA009Q13DA,PA009,,,,"During <the last academic year>, has your participation in activities at your child’s school been hindered by any of the following issues?",,I could not go to the school because of the COVID-19 pandemic.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA018Q01NA,PA018,,,,Did your child regularly attend an arrangement with one of the following main purposes prior to <grade 1 in ISCED 1>?,,Supervision and care (e.g. <national examples>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA018Q02NA,PA018,,,,Did your child regularly attend an arrangement with one of the following main purposes prior to <grade 1 in ISCED 1>?,,Early childhood educational development (e.g. <national examples>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA018Q03NA,PA018,,,,Did your child regularly attend an arrangement with one of the following main purposes prior to <grade 1 in ISCED 1>?,,Pre-primary education (e.g. <national examples>),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA032Q01TA,PA032,,,,Please answer the questions below.,,Does anybody in your family (including you) work in a <science-related career>?,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA032Q02TA,PA032,,,,Please answer the questions below.,,Does your child show an interest in working in a <science-related career>?,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA032Q03TA,PA032,,,,Please answer the questions below.,,Do you expect your child will go into a <science-related career>?,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA032Q04TA,PA032,,,,Please answer the questions below.,,Has your child shown interest in studying science after completing <secondary school>?,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA032Q05TA,PA032,,,,Please answer the questions below.,,Do you expect your child will study science after completing <secondary school>?,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA033Q02TA,PA033,,,,How much do you agree with the following statements?,,<Broad science> is important to help us to understand the natural world.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA033Q06TA,PA033,,,,How much do you agree with the following statements?,,<Broad science> is valuable to society.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA033Q07TA,PA033,,,,How much do you agree with the following statements?,,<Broad science> is very relevant to me.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA033Q08TA,PA033,,,,How much do you agree with the following statements?,,I find that <broad science> helps me to understand the things around me.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA033Q09TA,PA033,,,,How much do you agree with the following statements?,,Advances in <broad science> usually bring social benefits.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA034Q02NA,PA034,,,,To what extent do you agree or disagree with the following statements?,,Employers generally appreciate strong scientific knowledge and skills among their employees.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA034Q04NA,PA034,,,,To what extent do you agree or disagree with the following statements?,,It is an advantage in the job market to have good scientific knowledge and skills.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA035Q01TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Air pollution,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q02TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Energy shortages,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q03TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,動植物滅絕,Extinction of plants and animals,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.99 | 我聽過，但沒辦法說明它到底是什麼=17.5 | 我知道一些，能說明大致的問題=61.8 | 我很熟悉，能清楚說明=17.71,我從沒聽過=5.98 | 我聽過，但沒辦法說明它到底是什麼=18.99 | 我知道一些，能說明大致的問題=45.1 | 我很熟悉，能清楚說明=29.93,Table I.B1.5.6
PA035Q04TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Clearing of forests for other land use,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q05TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,水資源短缺,Water shortages,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.85 | 我聽過，但沒辦法說明它到底是什麼=14.79 | 我知道一些，能說明大致的問題=62.76 | 我很熟悉，能清楚說明=19.6,我從沒聽過=7.7 | 我聽過，但沒辦法說明它到底是什麼=24.26 | 我知道一些，能說明大致的問題=43.13 | 我很熟悉，能清楚說明=24.91,Table I.B1.5.6
PA035Q06TA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,核廢料,Nuclear waste,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=3.97 | 我聽過，但沒辦法說明它到底是什麼=29.4 | 我知道一些，能說明大致的問題=55.91 | 我很熟悉，能清楚說明=10.72,我從沒聽過=13.92 | 我聽過，但沒辦法說明它到底是什麼=40.61 | 我知道一些，能說明大致的問題=33.25 | 我很熟悉，能清楚說明=12.22,Table I.B1.5.6
PA035Q07NA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Extreme weather conditions,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q09DA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,The causes of climate change,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q10DA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,The effects of climate change,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q11DA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Water pollution,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA035Q12DA,PA035,環境議題認識程度,Students' environmental awareness,你認為以下環境議題對你自己和／或他人而言是嚴重的問題嗎？,Do you see the environmental issues below as a serious concern for yourself and/or others?,,Contact with diseases that can pass from other animals to humans,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,This is a serious concern for me personally as well as others | This is a serious concern for other people in my country but not for me personally | This is a serious concern only for people in other countries | This is not a serious concern for anyone | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA036Q01TA,PA036,環境議題認識程度,Students' environmental awareness,你認為以下環境面向的問題，在未來 20 年會改善還是惡化？,Do you think problems associated with the environmental aspects below will improve or get worse over the next 20 years?,,Air pollution,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA036Q03TA,PA036,環境議題認識程度,Students' environmental awareness,你認為以下環境面向的問題，在未來 20 年會改善還是惡化？,Do you think problems associated with the environmental aspects below will improve or get worse over the next 20 years?,動植物滅絕,Extinction of plants and animals,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.99 | 我聽過，但沒辦法說明它到底是什麼=17.5 | 我知道一些，能說明大致的問題=61.8 | 我很熟悉，能清楚說明=17.71,我從沒聽過=5.98 | 我聽過，但沒辦法說明它到底是什麼=18.99 | 我知道一些，能說明大致的問題=45.1 | 我很熟悉，能清楚說明=29.93,Table I.B1.5.6
PA036Q04TA,PA036,環境議題認識程度,Students' environmental awareness,你認為以下環境面向的問題，在未來 20 年會改善還是惡化？,Do you think problems associated with the environmental aspects below will improve or get worse over the next 20 years?,,Clearing of forests for other land use,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.5.6
PA036Q05TA,PA036,環境議題認識程度,Students' environmental awareness,你認為以下環境面向的問題，在未來 20 年會改善還是惡化？,Do you think problems associated with the environmental aspects below will improve or get worse over the next 20 years?,水資源短缺,Water shortages,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=2.85 | 我聽過，但沒辦法說明它到底是什麼=14.79 | 我知道一些，能說明大致的問題=62.76 | 我很熟悉，能清楚說明=19.6,我從沒聽過=7.7 | 我聽過，但沒辦法說明它到底是什麼=24.26 | 我知道一些，能說明大致的問題=43.13 | 我很熟悉，能清楚說明=24.91,Table I.B1.5.6
PA036Q06TA,PA036,環境議題認識程度,Students' environmental awareness,你認為以下環境面向的問題，在未來 20 年會改善還是惡化？,Do you think problems associated with the environmental aspects below will improve or get worse over the next 20 years?,核廢料,Nuclear waste,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Improve | Stay about the same | Get worse | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,我從沒聽過=3.97 | 我聽過，但沒辦法說明它到底是什麼=29.4 | 我知道一些，能說明大致的問題=55.91 | 我很熟悉，能清楚說明=10.72,我從沒聽過=13.92 | 我聽過，但沒辦法說明它到底是什麼=40.61 | 我知道一些，能說明大致的問題=33.25 | 我很熟悉，能清楚說明=12.22,Table I.B1.5.6
PA039Q01TA,PA039,,,,In what country were the following people in the child’s family born?,,Mother,Country of test | Another country,Country of test | Another country,,,
PA039Q02TA,PA039,,,,In what country were the following people in the child’s family born?,,Father,Country of test | Another country,Country of test | Another country,,,
PA039Q03TA,PA039,,,,In what country were the following people in the child’s family born?,,Maternal Grand-mother,Country of test | Another country,Country of test | Another country,,,
PA039Q04TA,PA039,,,,In what country were the following people in the child’s family born?,,Maternal Grand-father,Country of test | Another country,Country of test | Another country,,,
PA039Q05TA,PA039,,,,In what country were the following people in the child’s family born?,,Paternal Grand-mother,Country of test | Another country,Country of test | Another country,,,
PA039Q06TA,PA039,,,,In what country were the following people in the child’s family born?,,Paternal Grand-father,Country of test | Another country,Country of test | Another country,,,
PA041Q01TA,PA041,,,,"In the last twelve months, about how much have you paid to educational providers for services?",,"In the last twelve months, about how much have you paid to educational providers for services?",Nothing | <More than $0 but less than $W> | <$W or more but less than $X> | <$X or more but less than $Y> | <$Y or more but less than $Z> | <$Z> or more,Nothing | <More than $0 but less than $W> | <$W or more but less than $X> | <$X or more but less than $Y> | <$Y or more but less than $Z> | <$Z> or more,,,
PA042Q01TA,PA042,,,,What is your annual household income?,,What is your annual household income?,Less than <$A> | <$A> or more but less than <$B> | <$B> or more but less than <$C> | <$C> or more but less than <$D> | <$D> or more but less than <$E> | <$E> or more,Less than <$A> | <$A> or more but less than <$B> | <$B> or more but less than <$C> | <$C> or more but less than <$D> | <$D> or more but less than <$E> | <$E> or more,,,
PA166Q01HA,PA166,,,,"How many languages, including the language(s) you speak at home, do you speak well enough to converse with others?",,"How many languages, including the language(s) you speak at home, do you speak well enough to converse with others?",一 | 二 | 三 | 四個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,One | Two | Three | Four or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q01HA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Enrichment lessons> in <test language>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q02HA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Remedial lessons> in <test language>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q03JA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Enrichment lessons> in mathematics,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q04JA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Remedial lessons> in mathematics,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q05DA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Enrichment lessons> in science,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA175Q06DA,PA175,,,,Did your child attend the following additional instructions during <ISCED 1>?,,<Remedial lessons> in science,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q01HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Up to age 1,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q02HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 1,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q03HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 2,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q04HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 3,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q05HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 4,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q06HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 5,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q07HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 6,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA177Q08HA,PA177,,,,At what ages did your child attend an <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>?,,Age 7,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA180Q01HA,PA180,,,,What was the most important reason why your child attended an <early childhood education and care arrangement>?,,What was the most important reason why your child attended an <early childhood education and care arrangement>?,"Attendance was mandatory | We/I could not care for the child (e.g. work, illness) | We/I wanted additional learning stimulation for the child (e.g. social, academic) | Most other children attended an <early childhood education and care arrangement> | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Attendance was mandatory | We/I could not care for the child (e.g. work, illness) | We/I wanted additional learning stimulation for the child (e.g. social, academic) | Most other children attended an <early childhood education and care arrangement> | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
PA182Q01HA,PA182,,,,How many hours per week did your child attend an <early childhood education and care arrangement> at the age of three years?,,How many hours per week did your child attend an <early childhood education and care arrangement> at the age of three years?,0 hours per week | Up to 10 hours per week | 11-20 hours per week | 21-30 hours per week | 31-40 hours per week | 41-50 hours per week | 51 hours per week or more,0 hours per week | Up to 10 hours per week | 11-20 hours per week | 21-30 hours per week | 31-40 hours per week | 41-50 hours per week | 51 hours per week or more,,,
PA183Q01JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 2>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q02JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 3.3>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q03JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 3.4>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q04JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 4>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q05JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 5>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q06JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 6>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q07JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 7>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA183Q08JA,PA183,,,,Which qualification do you expect your child to complete?,,<ISCED level 8>,是 | 否 | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I am not sure | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA190Q01DA,PA190,,,,"Including yourself, how many parents or guardians take care of your child and provide money or resources?",,"Including yourself, how many parents or guardians take care of your child and provide money or resources?",一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA194Q01JA,PA194,,,,How many <digital devices> with screens are there in your home?,,How many <digital devices> with screens are there in your home?,There are no <digital devices> with screens | 一 | 二 | 三 | 四 | 五 | 6 至 10 | 超過 10,There are no <digital devices> with screens | One | Two | Three | Four | Five | 6 to 10 | More than 10,,,
PA201Q01DA,PA201,,,,Think about how your child uses <digital resources> outside of school. How much do you agree or disagree with the following statements.,,My child turns off notifications from social networks and apps on his/her <digital devices> when he/she goes to sleep.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
PA201Q02DA,PA201,,,,Think about how your child uses <digital resources> outside of school. How much do you agree or disagree with the following statements.,,My child feels nervous/anxious when he/she doesn’t have his/her <digital device> nearby.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
PA201Q03DA,PA201,,,,Think about how your child uses <digital resources> outside of school. How much do you agree or disagree with the following statements.,,My child uses <digital resources> for learning activities outside of school.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
PA201Q05DA,PA201,,,,Think about how your child uses <digital resources> outside of school. How much do you agree or disagree with the following statements.,,My child spends too much time playing videogames.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
PA201Q06DA,PA201,,,,Think about how your child uses <digital resources> outside of school. How much do you agree or disagree with the following statements.,,My child spends too much time on social media.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
PA202Q01DA,PA202,,,,Do the following statements apply to you?,,I define rules about how long or when my child is allowed to use <digital resources>.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
PA202Q02DA,PA202,,,,Do the following statements apply to you?,,I monitor what my child does when using <digital resources>.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
